Unnamed: 0,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0,0.6024169921875,0.44189453125,0.1806640625,0.7171630859375,0.7196044921875,0.6756591796875,0.6683349609375,0.7366943359375,0.638427734375,0.3277587890625,0.5914306640625,1.56005859375,0.3936767578125,0.638427734375,0.787353515625,0.8056640625,0.260009765625
1,0.6842041015625,,0.2001953125,0.8953857421875,,,,,,,,,,,,0.8477783203125,
