Unnamed: 0,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0,0.52001953125,0.5316162109375,0.2288818359375,0.7452392578125,0.7171630859375,0.5926513671875,0.7177734375,0.767822265625,0.6005859375,0.2410888671875,1.5753173828125,0.537109375,0.3619384765625,0.6781005859375,0.819091796875,0.7427978515625,0.2203369140625
1,0.62744140625,,,,,,,,,0.2545166015625,,,0.4034423828125,,,0.772705078125,
