Unnamed: 0,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0,0.7672119140625,0.4046630859375,0.2215576171875,0.794677734375,0.7470703125,0.599365234375,0.67626953125,0.69091796875,1.495361328125,0.2215576171875,0.606689453125,0.5517578125,0.4083251953125,0.618896484375,0.7269287109375,0.76171875,0.2801513671875
1,,0.43212890625,,,,,0.7354736328125,,,0.2777099609375,,,,0.6707763671875,,0.841064453125,
